model,noise,pdb_id,sample,score_nll,seq_recovery,perplexity
ca_only,0.3,1FKB,7,1.2995,0.4206,3.6674624778710845
ca_only,0.3,1FKB,8,1.4742,0.3832,4.367540342669941
ca_only,0.3,1HEL,1,1.4712,0.4031,4.354457355934273
ca_only,0.3,1HEL,2,1.4489,0.4031,4.258427667440973
ca_only,0.3,1HEL,3,1.4606,0.3721,4.3085438792899655
ca_only,0.3,1HEL,4,1.5981,0.3178,4.943630597352837
ca_only,0.3,1HEL,5,1.4471,0.3566,4.25076939215507
ca_only,0.3,1HEL,6,1.597,0.3953,4.9381955934959
ca_only,0.3,1HEL,7,1.3902,0.3643,4.015653103307155
ca_only,0.3,1HEL,8,1.5185,0.3643,4.5653719985318775
ca_only,0.3,1IGD,1,1.5373,0.4754,4.652012864396132
ca_only,0.3,1IGD,2,1.6105,0.4098,5.005313258903146
ca_only,0.3,1IGD,3,1.5751,0.3279,4.831224716426603
ca_only,0.3,1IGD,4,1.4963,0.3279,4.465137460139306
ca_only,0.3,1IGD,5,1.3253,0.3115,3.7633141799216823
ca_only,0.3,1IGD,6,1.6055,0.3607,4.980349154877223
ca_only,0.3,1IGD,7,1.2849,0.3443,3.6143065084944634
ca_only,0.3,1IGD,8,1.6872,0.377,5.404327383707002
ca_only,0.3,1LZ1,1,1.6489,0.3385,5.2012552984379825
ca_only,0.3,1LZ1,2,1.5843,0.2846,4.875877069695276
ca_only,0.3,1LZ1,3,1.5742,0.2923,4.826878570240968
ca_only,0.3,1LZ1,4,1.501,0.2923,4.486173001000073
ca_only,0.3,1LZ1,5,1.4428,0.3385,4.232530325864681
ca_only,0.3,1LZ1,6,1.4477,0.3846,4.253320619081904
ca_only,0.3,1LZ1,7,1.5819,0.2923,4.864188996026685
ca_only,0.3,1LZ1,8,1.3772,0.3308,3.9637874700194766
ca_only,0.3,1MBN,1,1.4346,0.3333,4.197965486711218
ca_only,0.3,1MBN,2,1.3935,0.3399,4.0289266478508265
ca_only,0.3,1MBN,3,1.5349,0.3595,4.64086142060682
ca_only,0.3,1MBN,4,1.3942,0.3137,4.031747883821712
ca_only,0.3,1MBN,5,1.452,0.3922,4.271649276115181
ca_only,0.3,1MBN,6,1.4343,0.3007,4.196706285954761
ca_only,0.3,1MBN,7,1.4018,0.3464,4.062505900152369
ca_only,0.3,1MBN,8,1.41,0.3529,4.095955404071176
ca_only,0.3,1PIN,1,1.5048,0.3595,4.503252889639493
ca_only,0.3,1PIN,2,1.62,0.3399,5.053090316563868
ca_only,0.3,1PIN,3,1.4374,0.3595,4.20973626146843
ca_only,0.3,1PIN,4,1.466,0.3399,4.331872948034132
ca_only,0.3,1PIN,5,1.4888,0.3922,4.431774197812134
ca_only,0.3,1PIN,6,1.6245,0.3791,5.075880462358084
ca_only,0.3,1PIN,7,1.4729,0.3399,4.361866229197332
ca_only,0.3,1PIN,8,1.3683,0.3856,3.928666282648901
ca_only,0.3,1R69,1,1.4429,0.381,4.2329536000606245
ca_only,0.3,1R69,2,1.1228,0.4444,3.073447820511833
ca_only,0.3,1R69,3,1.37,0.4286,3.9353506954704733
ca_only,0.3,1R69,4,1.3824,0.381,3.984452848281094
ca_only,0.3,1R69,5,1.149,0.4444,3.155036295350299
ca_only,0.3,1R69,6,1.144,0.4762,3.1393004861793963
ca_only,0.3,1R69,7,1.2646,0.4127,3.541675782424168
ca_only,0.3,1R69,8,1.3557,0.4921,3.879475639330917
ca_only,0.3,1RIS,1,1.3835,0.2784,3.9888381578923036
ca_only,0.3,1RIS,2,1.4424,0.2887,4.230837652291617
ca_only,0.3,1RIS,3,1.4335,0.3093,4.193350263513962
ca_only,0.3,1RIS,4,1.354,0.3196,3.8728861334110594
ca_only,0.3,1RIS,5,1.6377,0.2887,5.143326247332085
ca_only,0.3,1RIS,6,1.5292,0.299,4.614483758264518
ca_only,0.3,1RIS,7,1.4665,0.268,4.3340394260825255
ca_only,0.3,1RIS,8,1.3445,0.299,3.8362679270230102
ca_only,0.3,1SHG,1,1.3574,0.3684,3.8860763569380725
ca_only,0.3,1SHG,2,1.4418,0.3509,4.228299911098733
ca_only,0.3,1SHG,3,1.3225,0.3158,3.752791638650408
ca_only,0.3,1SHG,4,1.4705,0.386,4.351410302378285
ca_only,0.3,1SHG,5,1.2551,0.3333,3.5081891757197936
ca_only,0.3,1SHG,6,1.1711,0.4035,3.2255387804513695
ca_only,0.3,1SHG,7,1.6644,0.3684,5.282502797041836
ca_only,0.3,1SHG,8,1.2234,0.3684,3.3987237720679584
ca_only,0.3,1STN,1,1.4076,0.3603,4.086136898021548
ca_only,0.3,1STN,2,1.5531,0.3603,4.726098402182376
ca_only,0.3,1STN,3,1.3784,0.3456,3.9685468700523923
ca_only,0.3,1STN,4,1.3939,0.3382,4.030538540867077
ca_only,0.3,1STN,5,1.5973,0.3456,4.939677274414974
ca_only,0.3,1STN,6,1.4318,0.3676,4.186227624024923
ca_only,0.3,1STN,7,1.596,0.4044,4.933259866177374
ca_only,0.3,1STN,8,1.4907,0.3971,4.440202573209067
ca_only,0.3,1TIM,1,1.539,0.2874,4.659928012235036
ca_only,0.3,1TIM,2,1.6529,0.2287,5.222101985209703
ca_only,0.3,1TIM,3,1.5584,0.249,4.751213219189438
ca_only,0.3,1TIM,4,1.576,0.2247,4.835574775904523
ca_only,0.3,1TIM,5,1.6736,0.249,5.3313260654429655
ca_only,0.3,1TIM,6,1.6282,0.2267,5.094696007361669
ca_only,0.3,1TIM,7,1.4537,0.2551,4.278917255917037
ca_only,0.3,1TIM,8,1.5404,0.2591,4.666456480313504
ca_only,0.3,1TUP,1,1.6388,0.2718,5.148987019057805
ca_only,0.3,1TUP,2,1.7736,0.2906,5.8920265223062325
ca_only,0.3,1TUP,3,1.7169,0.2598,5.567243231989431
ca_only,0.3,1TUP,4,1.6632,0.3026,5.276167595566495
ca_only,0.3,1TUP,5,1.6892,0.3162,5.415146854338557
ca_only,0.3,1TUP,6,1.6612,0.2957,5.265625805679179
ca_only,0.3,1TUP,7,1.568,0.3179,4.797044504278355
ca_only,0.3,1TUP,8,1.6276,0.2889,5.091640106619152
ca_only,0.3,1UBI,1,1.187,0.4474,3.277234740845624
ca_only,0.3,1UBI,2,1.2158,0.4605,3.3729913783548207
ca_only,0.3,1UBI,3,1.2272,0.4211,3.4116634922994638
ca_only,0.3,1UBI,4,1.2822,0.5,3.6045610432200186
ca_only,0.3,1UBI,5,1.3963,0.4211,4.040223450608092
ca_only,0.3,1UBI,6,1.2864,0.4737,3.6197320363858374
ca_only,0.3,1UBI,7,1.2772,0.4211,3.5865832200157115
ca_only,0.3,1UBI,8,1.4165,0.4211,4.122665829035887
ca_only,0.3,1UBQ,1,1.4038,0.4211,4.070639042383859
ca_only,0.3,1UBQ,2,1.0152,0.5132,2.759915325246704
ca_only,0.3,1UBQ,3,1.1317,0.4079,3.10092359193447
ca_only,0.3,1UBQ,4,1.4548,0.4474,4.283626654592953
ca_only,0.3,1UBQ,5,1.2032,0.4474,3.330758314034729
ca_only,0.3,1UBQ,6,1.2402,0.4605,3.456304656572505
ca_only,0.3,1UBQ,7,1.2028,0.4079,3.329426277134256
ca_only,0.3,1UBQ,8,1.2341,0.4737,3.435285372162122
ca_only,0.3,1VII,1,1.3686,0.2778,3.9298450593413587
ca_only,0.3,1VII,2,1.3917,0.3056,4.021681102831509
ca_only,0.3,1VII,3,1.5007,0.25,4.484827350957372
ca_only,0.3,1VII,4,1.2712,0.1944,3.565128150270026
ca_only,0.3,1VII,5,1.6728,0.1667,5.327062710160103
ca_only,0.3,1VII,6,1.5489,0.2222,4.706290414784478
ca_only,0.3,1VII,7,1.4918,0.1667,4.44508948334741
ca_only,0.3,1VII,8,1.3894,0.1944,4.012441865490902
ca_only,0.3,2ACY,1,1.3258,0.3265,3.765196307504328
ca_only,0.3,2ACY,2,1.4055,0.2755,4.07756501416392
ca_only,0.3,2ACY,3,1.5343,0.3571,4.6380777389424654
ca_only,0.3,2ACY,4,1.7394,0.2857,5.69392604193513
ca_only,0.3,2ACY,5,1.485,0.3061,4.414965412778578
ca_only,0.3,2ACY,6,1.4456,0.3061,4.244398017792243
ca_only,0.3,2ACY,7,1.5555,0.3163,4.737454660406479
ca_only,0.3,2ACY,8,1.5805,0.2959,4.857383896113686
ca_only,0.3,2CI2,1,1.4397,0.4154,4.219429798163774
ca_only,0.3,2CI2,2,1.2917,0.4615,3.6389675452500736
ca_only,0.3,2CI2,3,1.3391,0.3846,3.8156079124602162
ca_only,0.3,2CI2,4,1.48,0.5077,4.392945680918757
ca_only,0.3,2CI2,5,1.4817,0.3846,4.400420039981447
ca_only,0.3,2CI2,6,1.4277,0.3538,4.1690992279723496
ca_only,0.3,2CI2,7,1.5764,0.3846,4.837509392712452
ca_only,0.3,2CI2,8,1.5295,0.5077,4.615868311064534
ca_only,0.3,2CRO,1,1.0966,0.4154,2.9939692038820596
ca_only,0.3,2CRO,2,1.1543,0.4154,3.1718023785896516
ca_only,0.3,2CRO,3,1.1873,0.4308,3.2782180587581897
ca_only,0.3,2CRO,4,1.1789,0.4154,3.250796359441155
ca_only,0.3,2CRO,5,1.2394,0.4154,3.4535407185698586
ca_only,0.3,2CRO,6,1.3507,0.3692,3.860126673858272
ca_only,0.3,2CRO,7,1.2591,0.4462,3.522250035394214
ca_only,0.3,2CRO,8,1.2915,0.4,3.638239824515523
ca_only,0.3,2GB1,1,1.4034,0.2857,4.069011112374613
ca_only,0.3,2GB1,2,1.2614,0.3214,3.530360533973609
ca_only,0.3,2GB1,3,1.5164,0.3036,4.5557947769372635
ca_only,0.3,2GB1,4,1.2066,0.2679,3.342102165922748
ca_only,0.3,2GB1,5,1.3622,0.2679,3.904774362765204
ca_only,0.3,2GB1,6,1.439,0.3036,4.216477230824191
ca_only,0.3,2GB1,7,1.4736,0.25,4.364920604464393
ca_only,0.3,2GB1,8,1.4691,0.2857,4.3453225903477035
ca_only,0.3,2LZM,1,1.3073,0.5244,3.6961805400405114
ca_only,0.3,2LZM,2,1.18,0.5122,3.2543742028896707
ca_only,0.3,2LZM,3,1.2203,0.5122,3.3882040423801123
ca_only,0.3,2LZM,4,1.3114,0.4573,3.7113659891530806
ca_only,0.3,2LZM,5,1.3367,0.5061,3.8064614336352114
ca_only,0.3,2LZM,6,1.3236,0.4756,3.7569219807245884
ca_only,0.3,2LZM,7,1.299,0.5488,3.665629204988562
ca_only,0.3,2LZM,8,1.161,0.5244,3.1931248048907275
ca_only,0.3,2PCY,1,1.5604,0.3535,4.760725154392374
ca_only,0.3,2PCY,2,1.6026,0.3737,4.965927064466656
ca_only,0.3,2PCY,3,1.3081,0.404,3.6991386675657876
ca_only,0.3,2PCY,4,1.5168,0.303,4.557617459360221
ca_only,0.3,2PCY,5,1.234,0.404,3.43494186080076
ca_only,0.3,2PCY,6,1.5089,0.4444,4.521754128108733
ca_only,0.3,2PCY,7,1.2899,0.4242,3.6324232952605615
ca_only,0.3,2PCY,8,1.3598,0.4444,3.8954141410535263
ca_only,0.3,2PTL,1,1.5361,0.1923,4.64643379706874
ca_only,0.3,2PTL,2,1.744,0.2179,5.720178435942544
ca_only,0.3,2PTL,3,1.6867,0.1795,5.4016258954434955
ca_only,0.3,2PTL,4,1.6133,0.1923,5.019347775181648
ca_only,0.3,2PTL,5,1.7139,0.2436,5.55056652985419
ca_only,0.3,2PTL,6,1.7268,0.2308,5.622632665288498
ca_only,0.3,2PTL,7,2.0112,0.2179,7.472278703874548
ca_only,0.3,2PTL,8,1.8078,0.1795,6.097019224324443
ca_only,0.3,3CHY,1,1.3016,0.4297,3.6751722414930788
ca_only,0.3,3CHY,2,1.2918,0.4453,3.639331460200043
ca_only,0.3,3CHY,3,1.3672,0.4297,3.924347125709818
ca_only,0.3,3CHY,4,1.3091,0.3828,3.7028396564193637
ca_only,0.3,3CHY,5,1.2541,0.4297,3.5046827400541094
ca_only,0.3,3CHY,6,1.1136,0.4141,3.0453017709144614
ca_only,0.3,3CHY,7,1.4756,0.3672,4.373659181337336
ca_only,0.3,3CHY,8,1.4783,0.4141,4.385484017472141
ca_only,0.3,3PGK,1,1.846,0.1807,6.334431055297315
ca_only,0.3,3PGK,2,1.8634,0.1904,6.4456146477660825
ca_only,0.3,3PGK,3,1.8196,0.212,6.16939020018645
ca_only,0.3,3PGK,4,1.8166,0.212,6.150909764100344
ca_only,0.3,3PGK,5,1.8618,0.1735,6.435309910317958
ca_only,0.3,3PGK,6,1.8164,0.188,6.149679705157518
ca_only,0.3,3PGK,7,1.84,0.212,6.296538261026657
ca_only,0.3,3PGK,8,1.831,0.1807,6.240123663165812
ca_only,0.3,4HHB,1,1.3219,0.3798,3.7505406390346323
ca_only,0.3,4HHB,2,1.387,0.3885,4.002823551607174
ca_only,0.3,4HHB,3,1.3262,0.392,3.7667026872832006
ca_only,0.3,4HHB,4,1.3271,0.4042,3.770094245674101
ca_only,0.3,4HHB,5,1.3144,0.392,3.722516804981172
ca_only,0.3,4HHB,6,1.3215,0.3693,3.7490407227822673
ca_only,0.3,4HHB,7,1.3209,0.3693,3.746791973040983
ca_only,0.3,4HHB,8,1.3756,0.4216,3.9574504810105435
ca_only,0.5,1AKI,1,2.0024,0.3023,7.406811131084255
ca_only,0.5,1AKI,2,2.0304,0.2481,7.617132602531622
ca_only,0.5,1AKI,3,1.8998,0.2326,6.684557397099788
ca_only,0.5,1AKI,4,2.1852,0.1705,8.892426860906872
ca_only,0.5,1AKI,5,2.2146,0.2403,9.157745280779178
ca_only,0.5,1AKI,6,2.0431,0.2326,7.714487078987491
ca_only,0.5,1AKI,7,2.0406,0.2171,7.695224948984884
ca_only,0.5,1AKI,8,2.096,0.2791,8.133570475257905
ca_only,0.5,1BPI,1,1.8687,0.2586,6.47986709420307
ca_only,0.5,1BPI,2,2.155,0.1897,8.62789017896875
ca_only,0.5,1BPI,3,2.073,0.2586,7.948633284595532
ca_only,0.5,1BPI,4,1.9355,0.3276,6.927506943055741
ca_only,0.5,1BPI,5,2.1298,0.2414,8.413184006363958
ca_only,0.5,1BPI,6,1.8939,0.2414,6.645234624704209
ca_only,0.5,1BPI,7,2.2131,0.1724,9.144018960172149
ca_only,0.5,1BPI,8,2.0136,0.2414,7.490233710152977
ca_only,0.5,1CRN,1,2.007,0.3478,7.440960946645546
ca_only,0.5,1CRN,2,1.7221,0.2174,5.596268296560544
ca_only,0.5,1CRN,3,1.7938,0.2609,6.0122556844297925
ca_only,0.5,1CRN,4,1.6047,0.2391,4.976366468840147
ca_only,0.5,1CRN,5,1.7965,0.2174,6.028510709186247
ca_only,0.5,1CRN,6,1.956,0.1739,7.070986475862037
ca_only,0.5,1CRN,7,1.4927,0.2609,4.449091864683863
ca_only,0.5,1CRN,8,1.7161,0.2391,5.562791218446696
ca_only,0.5,1CSP,1,2.2218,0.3134,9.223918986270396
ca_only,0.5,1CSP,2,2.2035,0.2985,9.056656389437537
ca_only,0.5,1CSP,3,1.8896,0.3134,6.616721463049554
ca_only,0.5,1CSP,4,2.0568,0.2836,7.82090283547566
ca_only,0.5,1CSP,5,2.269,0.1791,9.669726251346345
ca_only,0.5,1CSP,6,2.1475,0.2239,8.563423056525004
ca_only,0.5,1CSP,7,2.2215,0.2388,9.221152225609362
ca_only,0.5,1CSP,8,2.1134,0.2388,8.276333033906454
ca_only,0.5,1ENH,1,1.504,0.2778,4.4996517279845065
ca_only,0.5,1ENH,2,1.6971,0.2037,5.458095940005412
ca_only,0.5,1ENH,3,1.5153,0.2778,4.550786157928124
ca_only,0.5,1ENH,4,1.5631,0.2222,4.773596480780528
ca_only,0.5,1ENH,5,1.9193,0.1296,6.816185469107208
ca_only,0.5,1ENH,6,1.5568,0.2037,4.743617356349457
ca_only,0.5,1ENH,7,1.7686,0.1852,5.862639917428962
ca_only,0.5,1ENH,8,1.6536,0.2407,5.225758736312918
ca_only,0.5,1FKB,1,2.1527,0.271,8.608068834840779
ca_only,0.5,1FKB,2,2.0485,0.3084,7.756257989168252
ca_only,0.5,1FKB,3,2.0378,0.2991,7.67370845627496
ca_only,0.5,1FKB,4,2.0394,0.2617,7.685996217392507
ca_only,0.5,1FKB,5,2.0508,0.2897,7.774117913583166
ca_only,0.5,1FKB,6,1.9307,0.2336,6.894334587074329
ca_only,0.5,1FKB,7,1.9321,0.3084,6.90399341509824
ca_only,0.5,1FKB,8,2.2321,0.271,9.319416318817089
ca_only,0.5,1HEL,1,1.9451,0.2791,6.994331253187798
ca_only,0.5,1HEL,2,1.9129,0.3178,6.772701180255519
ca_only,0.5,1HEL,3,2.0032,0.2713,7.412738950800858
ca_only,0.5,1HEL,4,2.0994,0.2636,8.161271680236757
ca_only,0.5,1HEL,5,2.1659,0.2248,8.722448589049247
ca_only,0.5,1HEL,6,1.906,0.2248,6.726130396086577
ca_only,0.5,1HEL,7,2.0351,0.2558,7.653017388953724
ca_only,0.5,1HEL,8,2.0921,0.3256,8.101911325873658
ca_only,0.5,1IGD,1,2.0625,0.3607,7.865609273944892
ca_only,0.5,1IGD,2,1.9765,0.2951,7.217437694803552
ca_only,0.5,1IGD,3,1.9069,0.2295,6.732186638343276
ca_only,0.5,1IGD,4,1.9592,0.1967,7.09364987468348
ca_only,0.5,1IGD,5,1.6833,0.3115,5.383291553442469
ca_only,0.5,1IGD,6,1.9128,0.2131,6.77202394399987
ca_only,0.5,1IGD,7,1.5904,0.2623,4.905710820250179
ca_only,0.5,1IGD,8,1.8011,0.1803,6.056305738002899
ca_only,0.5,1LZ1,1,2.0775,0.2077,7.98448273514402
ca_only,0.5,1LZ1,2,2.1503,0.1692,8.58743424105431
ca_only,0.5,1LZ1,3,2.1424,0.2615,8.51986077717028
ca_only,0.5,1LZ1,4,2.0183,0.1923,7.525520667984217
ca_only,0.5,1LZ1,5,2.1531,0.2154,8.61151275111205
ca_only,0.5,1LZ1,6,2.0842,0.2231,8.038158382095272
ca_only,0.5,1LZ1,7,2.048,0.1769,7.752380829544347
ca_only,0.5,1LZ1,8,2.1338,0.2692,8.446904137691906
ca_only,0.5,1MBN,1,1.8848,0.3007,6.585037302844973
ca_only,0.5,1MBN,2,1.5657,0.2288,4.786023980379213
ca_only,0.5,1MBN,3,1.8008,0.268,6.0544891187880046
ca_only,0.5,1MBN,4,1.7088,0.281,5.5223307031112565
ca_only,0.5,1MBN,5,1.7174,0.2288,5.570027549626828
ca_only,0.5,1MBN,6,1.6432,0.2745,5.171692477318372
ca_only,0.5,1MBN,7,1.6837,0.2026,5.385445300784597
ca_only,0.5,1MBN,8,1.6931,0.2092,5.436307162851393
ca_only,0.5,1PIN,1,2.1034,0.2288,8.193982144271834
ca_only,0.5,1PIN,2,2.0051,0.2026,7.426836543279209
ca_only,0.5,1PIN,3,2.0425,0.2614,7.709859775070093
ca_only,0.5,1PIN,4,1.8896,0.3072,6.616721463049554
ca_only,0.5,1PIN,5,2.1004,0.2876,8.169437033913384
ca_only,0.5,1PIN,6,2.1119,0.2549,8.263927840576564
ca_only,0.5,1PIN,7,2.0599,0.268,7.845185252565957
ca_only,0.5,1PIN,8,2.0603,0.2614,7.848323954365494
ca_only,0.5,1R69,1,1.6121,0.3968,5.013328170336691
ca_only,0.5,1R69,2,1.5901,0.2857,4.904239327739017
ca_only,0.5,1R69,3,1.6404,0.381,5.15723199250813
ca_only,0.5,1R69,4,1.6327,0.3333,5.117673800654693
ca_only,0.5,1R69,5,1.6207,0.381,5.056628718081509
ca_only,0.5,1R69,6,1.5551,0.3333,4.735560057488161
ca_only,0.5,1R69,7,1.6932,0.3175,5.43685082075012
ca_only,0.5,1R69,8,1.7239,0.3175,5.606350650891015
ca_only,0.5,1RIS,1,1.6442,0.2371,5.176866756504094
ca_only,0.5,1RIS,2,1.724,0.2062,5.606911313988792
ca_only,0.5,1RIS,3,1.9523,0.1856,7.044872167164505
ca_only,0.5,1RIS,4,1.6283,0.2784,5.095205502436735
ca_only,0.5,1RIS,5,1.9015,0.2474,6.695930809336162
ca_only,0.5,1RIS,6,2.0445,0.2268,7.72529492462474
ca_only,0.5,1RIS,7,1.5625,0.3093,4.770733181967603
ca_only,0.5,1RIS,8,1.8936,0.2165,6.643241353322455
ca_only,0.5,1SHG,1,2.1401,0.2982,8.500287615147615
ca_only,0.5,1SHG,2,2.2307,0.2456,9.30637826473815
ca_only,0.5,1SHG,3,2.102,0.2982,8.182518595626282
ca_only,0.5,1SHG,4,2.0766,0.1579,7.977299933428001
ca_only,0.5,1SHG,5,2.2437,0.2105,9.428150989932458
ca_only,0.5,1SHG,6,2.1714,0.2456,8.77055422552309
ca_only,0.5,1SHG,7,2.3248,0.2982,10.22463495429381
ca_only,0.5,1SHG,8,1.9706,0.3509,7.174980185219572
ca_only,0.5,1STN,1,2.0604,0.2647,7.84910882600386
ca_only,0.5,1STN,2,2.0508,0.2574,7.774117913583166
ca_only,0.5,1STN,3,1.9807,0.2794,7.247814680136772
ca_only,0.5,1STN,4,1.8358,0.3015,6.270148258129722
ca_only,0.5,1STN,5,2.0503,0.2721,7.770231826229172
ca_only,0.5,1STN,6,2.1492,0.2721,8.57799325688241
ca_only,0.5,1STN,7,2.0694,0.3529,7.920069650161688
ca_only,0.5,1STN,8,2.149,0.3162,8.576277829779462
ca_only,0.5,1TIM,1,1.9154,0.253,6.789654115545617
ca_only,0.5,1TIM,2,1.9783,0.1984,7.2304407819217715
ca_only,0.5,1TIM,3,1.9484,0.2409,7.017450672384121
ca_only,0.5,1TIM,4,1.9502,0.1741,7.030093458688534
ca_only,0.5,1TIM,5,2.0219,0.2024,7.552661366334042
ca_only,0.5,1TIM,6,2.0332,0.1923,7.638490460866578
ca_only,0.5,1TIM,7,1.9569,0.2065,7.077353228299155
ca_only,0.5,1TIM,8,1.9909,0.2206,7.3221207063758555
ca_only,0.5,1TUP,1,2.2256,0.212,9.259036559549317
ca_only,0.5,1TUP,2,2.2179,0.1915,9.188015759024402
ca_only,0.5,1TUP,3,2.2303,0.2274,9.302656457843257
ca_only,0.5,1TUP,4,2.2475,0.2222,9.464046121249908
ca_only,0.5,1TUP,5,2.2062,0.2291,9.081142402931983
ca_only,0.5,1TUP,6,2.1814,0.2222,8.858699760910353
ca_only,0.5,1TUP,7,2.1821,0.2308,8.864903021630942
ca_only,0.5,1TUP,8,2.213,0.2188,9.143104603994704
ca_only,0.5,1UBI,1,1.8676,0.2895,6.472743159281983
ca_only,0.5,1UBI,2,1.6728,0.4342,5.327062710160103
ca_only,0.5,1UBI,3,1.7579,0.2895,5.800244083332009
ca_only,0.5,1UBI,4,2.0095,0.3553,7.459586621404737
ca_only,0.5,1UBI,5,1.7625,0.3421,5.826986666901473
ca_only,0.5,1UBI,6,1.9511,0.3158,7.036423390843554
ca_only,0.5,1UBI,7,1.7519,0.3421,5.765546814729568
ca_only,0.5,1UBI,8,1.8601,0.2895,6.424379177226032
ca_only,0.5,1UBQ,1,1.7284,0.3289,5.631636078362691
ca_only,0.5,1UBQ,2,1.7621,0.3553,5.824656338331498
ca_only,0.5,1UBQ,3,1.7991,0.3421,6.04420523106733
ca_only,0.5,1UBQ,4,1.7665,0.3158,5.850341291679143
ca_only,0.5,1UBQ,5,1.8544,0.2895,6.387864381946145
ca_only,0.5,1UBQ,6,1.7568,0.3553,5.79386732270168
ca_only,0.5,1UBQ,7,1.7725,0.3947,5.885548856501052
ca_only,0.5,1UBQ,8,1.7968,0.3947,6.0303195337091156
ca_only,0.5,1VII,1,1.7342,0.1389,5.664394475135182
ca_only,0.5,1VII,2,1.4767,0.2222,4.378472853471101
ca_only,0.5,1VII,3,1.8748,0.1389,6.519515086913735
ca_only,0.5,1VII,4,1.4569,0.1389,4.292631722579622
ca_only,0.5,1VII,5,1.7289,0.1667,5.634452600473724
ca_only,0.5,1VII,6,1.9558,0.1944,7.069572419977167
ca_only,0.5,1VII,7,1.5654,0.1667,4.784588388534641
ca_only,0.5,1VII,8,1.6635,0.1944,5.277750683296452
ca_only,0.5,2ACY,1,1.7231,0.2347,5.601867363924198
ca_only,0.5,2ACY,2,1.9075,0.2347,6.736227162362271
ca_only,0.5,2ACY,3,2.0018,0.2041,7.402368377365
ca_only,0.5,2ACY,4,2.1156,0.2347,8.294561010002806
ca_only,0.5,2ACY,5,1.8369,0.1735,6.27704921604467
ca_only,0.5,2ACY,6,2.056,0.2449,7.814648615228936
ca_only,0.5,2ACY,7,2.1155,0.1837,8.293731595373226
ca_only,0.5,2ACY,8,2.2137,0.1939,9.149507017800898
ca_only,0.5,2CI2,1,1.8965,0.3385,6.662534715100239
ca_only,0.5,2CI2,2,1.8336,0.2462,6.2563690945993145
ca_only,0.5,2CI2,3,1.9884,0.2769,7.303838267181012
ca_only,0.5,2CI2,4,1.9669,0.3538,7.148481810757238
ca_only,0.5,2CI2,5,1.9559,0.2462,7.070279412568206
ca_only,0.5,2CI2,6,2.0734,0.3385,7.951813373884827
ca_only,0.5,2CI2,7,2.0501,0.2923,7.768677935258203
ca_only,0.5,2CI2,8,2.0256,0.2615,7.580657975176377
ca_only,0.5,2CRO,1,1.5119,0.3385,4.535339758749799
ca_only,0.5,2CRO,2,1.6901,0.3231,5.4200226803000255
ca_only,0.5,2CRO,3,1.6951,0.3077,5.447190657043457
ca_only,0.5,2CRO,4,1.6495,0.3385,5.204376988030272
ca_only,0.5,2CRO,5,1.5079,0.2615,4.517234634104251
ca_only,0.5,2CRO,6,1.6831,0.2615,5.382215002790433
ca_only,0.5,2CRO,7,1.6862,0.3077,5.39892575758649
ca_only,0.5,2CRO,8,1.6267,0.3231,5.087059692018943
ca_only,0.5,2GB1,1,1.855,0.1607,6.391698250620899
ca_only,0.5,2GB1,2,1.9977,0.1607,7.3720807989813295
ca_only,0.5,2GB1,3,2.0252,0.1607,7.577626318358093
ca_only,0.5,2GB1,4,1.4348,0.2321,4.198805163773468
ca_only,0.5,2GB1,5,1.6856,0.125,5.395687373744242
ca_only,0.5,2GB1,6,1.6658,0.0714,5.289903480227146
ca_only,0.5,2GB1,7,1.7432,0.1429,5.715604123162866
ca_only,0.5,2GB1,8,1.7726,0.1786,5.8861374408154274
ca_only,0.5,2LZM,1,1.8205,0.3354,6.174945150719398
ca_only,0.5,2LZM,2,1.7944,0.2744,6.015864120262947
ca_only,0.5,2LZM,3,1.7668,0.25,5.8520966573583335
ca_only,0.5,2LZM,4,1.6974,0.3049,5.459733614426294
ca_only,0.5,2LZM,5,1.7361,0.2622,5.67516705534839
ca_only,0.5,2LZM,6,1.7847,0.2439,5.957792341752594
ca_only,0.5,2LZM,7,1.6505,0.2561,5.209583968074409
ca_only,0.5,2LZM,8,1.6908,0.25,5.423818024391692
ca_only,0.5,2PCY,1,2.0541,0.303,7.7998148793715485
ca_only,0.5,2PCY,2,2.0054,0.2525,7.429064928483258
ca_only,0.5,2PCY,3,2.2498,0.303,9.48583847893332
ca_only,0.5,2PCY,4,2.108,0.2121,8.231761287547819
ca_only,0.5,2PCY,5,1.9247,0.3131,6.853092429750253
ca_only,0.5,2PCY,6,2.0704,0.3131,7.927993681167015
ca_only,0.5,2PCY,7,1.9,0.2727,6.6858944422792685
ca_only,0.5,2PCY,8,1.9945,0.2929,7.348527845249077
ca_only,0.5,2PTL,1,1.9271,0.1923,6.869559604286854
ca_only,0.5,2PTL,2,2.2547,0.2179,9.53243315119901
ca_only,0.5,2PTL,3,2.0034,0.1923,7.414221646855681
ca_only,0.5,2PTL,4,2.322,0.1026,10.196046019608447
ca_only,0.5,2PTL,5,1.9132,0.1538,6.774733295411628
ca_only,0.5,2PTL,6,1.842,0.1923,6.309143939024817
ca_only,0.5,2PTL,7,2.1995,0.2564,9.020502120623094
ca_only,0.5,2PTL,8,1.8421,0.1538,6.30977488496549
ca_only,0.5,3CHY,1,1.6881,0.375,5.4091934677617015
